File Creation Time UTC,2024-08-16 03:00:27
SW Name,iID®DataCaptureSoftware
SW Version,v01.09
SW BuildDate,2020-04-07
SW StartTime,2024-08-14 14:04:18
Lib Version,v1.6.3
Company,Micro-Sensys GmbH
OS Version,v10.0.17763.865


Settings
,Scan mode,MPC
,,DataGetDelay_Seconds,15

Found Hardware
,Address,ReaderID,HW-Info,FW-Info,Num-Antennas
,0x01,25SQCMICSCB30FA6
,0x14,200558,D0.21,98.26.06,2
,0x15,200566,D0.21,98.26.06,2


Timestamp,HexAddress,ReaderID,UID,Collection,DataType,FirstTimeFound,LastTimeFound,NumFound,Direction,Ant1,Ant2
2024-08-16 07:00:09.552,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 06:59:54.400,2024-08-16 06:59:54.400,128,Unknown,,x
2024-08-16 07:00:24.646,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:00:09.500,2024-08-16 07:00:09.500,165,Unknown,,x
2024-08-16 07:00:24.646,14,200558,25SQCMICSBB0407012C00,,DPC,2024-08-16 07:00:09.500,2024-08-16 07:00:09.500,18,Departing,x,x
2024-08-16 07:00:39.724,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:00:24.600,2024-08-16 07:00:24.600,185,Unknown,,x
2024-08-16 07:00:54.787,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:00:39.700,2024-08-16 07:00:39.700,280,Arriving,x,x
2024-08-16 07:01:09.880,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:00:54.800,2024-08-16 07:00:54.800,318,Arriving,x,x
2024-08-16 07:01:24.959,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:01:09.800,2024-08-16 07:01:09.800,330,Departing,x,x
2024-08-16 07:01:40.037,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:01:24.900,2024-08-16 07:01:24.900,327,Departing,x,x
2024-08-16 07:01:55.130,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:01:40.000,2024-08-16 07:01:40.000,299,Departing,x,x
2024-08-16 07:02:10.224,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:01:55.100,2024-08-16 07:01:55.100,252,Unknown,x,
2024-08-16 07:02:25.302,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:02:10.200,2024-08-16 07:02:10.200,206,Unknown,x,
2024-08-16 07:02:40.396,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:02:25.300,2024-08-16 07:02:25.300,150,Departing,x,x
2024-08-16 07:02:55.490,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:02:40.300,2024-08-16 07:02:40.300,293,Unknown,x,
2024-08-16 07:03:10.584,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:02:55.400,2024-08-16 07:02:55.400,160,Unknown,x,
2024-08-16 07:03:25.677,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:03:10.500,2024-08-16 07:03:10.500,233,Departing,x,x
2024-08-16 07:03:40.755,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:03:25.600,2024-08-16 07:03:25.600,230,Arriving,x,x
2024-08-16 07:03:55.834,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:03:40.700,2024-08-16 07:03:40.700,268,Arriving,x,x
2024-08-16 07:04:10.912,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:03:55.800,2024-08-16 07:03:55.800,311,Arriving,x,x
2024-08-16 07:04:26.021,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:04:10.800,2024-08-16 07:04:10.800,320,Arriving,x,x
2024-08-16 07:04:41.099,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:04:25.900,2024-08-16 07:04:25.900,131,Arriving,x,x
2024-08-16 07:04:56.193,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:04:41.100,2024-08-16 07:04:41.100,317,Unknown,,x
2024-08-16 07:05:11.287,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:04:56.100,2024-08-16 07:04:56.100,332,Departing,x,x
2024-08-16 07:05:26.380,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:05:11.200,2024-08-16 07:05:11.200,335,Arriving,x,x
2024-08-16 07:05:41.443,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:05:26.300,2024-08-16 07:05:26.300,334,Arriving,x,x
2024-08-16 07:05:56.552,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:05:41.400,2024-08-16 07:05:41.400,330,Departing,x,x
2024-08-16 07:06:11.630,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:05:56.500,2024-08-16 07:05:56.500,351,Arriving,x,x
2024-08-16 07:06:26.724,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:06:11.600,2024-08-16 07:06:11.600,349,Arriving,x,x
2024-08-16 07:06:41.787,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:06:26.700,2024-08-16 07:06:26.700,340,Departing,x,x
2024-08-16 07:06:56.849,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:06:41.800,2024-08-16 07:06:41.800,347,Departing,x,x
2024-08-16 07:07:11.927,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:06:56.800,2024-08-16 07:06:56.800,347,Departing,x,x
2024-08-16 07:07:26.990,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:07:11.900,2024-08-16 07:07:11.900,328,Departing,x,x
2024-08-16 07:07:42.099,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:07:27.000,2024-08-16 07:07:27.000,342,Departing,x,x
2024-08-16 07:07:57.177,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:07:42.000,2024-08-16 07:07:42.000,337,Departing,x,x
2024-08-16 07:08:12.240,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:07:57.100,2024-08-16 07:07:57.100,241,Departing,x,x
2024-08-16 07:08:27.302,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:08:12.200,2024-08-16 07:08:12.200,190,Departing,x,x
2024-08-16 07:08:42.380,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:08:27.300,2024-08-16 07:08:27.300,139,Departing,x,x
2024-08-16 07:08:57.474,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:08:42.300,2024-08-16 07:08:42.300,334,Unknown,x,
2024-08-16 07:09:12.537,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:08:57.400,2024-08-16 07:08:57.400,343,Unknown,x,
2024-08-16 07:09:27.630,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:09:12.500,2024-08-16 07:09:12.500,326,Unknown,x,
2024-08-16 07:09:42.724,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:09:27.600,2024-08-16 07:09:27.600,322,Unknown,x,
2024-08-16 07:09:57.787,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:09:42.700,2024-08-16 07:09:42.700,320,Departing,x,x
2024-08-16 07:10:12.880,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:09:57.800,2024-08-16 07:09:57.800,318,Departing,x,x
2024-08-16 07:10:13.443,15,200566,25SQCMICSBB41B9012BDA,,DPC,2024-08-16 07:09:58.300,2024-08-16 07:09:58.300,43,Departing,x,x
2024-08-16 07:10:27.974,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:10:12.800,2024-08-16 07:10:12.800,299,Departing,x,x
2024-08-16 07:10:43.052,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:10:27.900,2024-08-16 07:10:27.900,300,Unknown,x,
2024-08-16 07:10:58.146,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:10:43.000,2024-08-16 07:10:43.000,289,Unknown,x,
2024-08-16 07:11:13.255,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:10:58.100,2024-08-16 07:10:58.100,293,Departing,x,x
2024-08-16 07:11:28.334,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:11:13.200,2024-08-16 07:11:13.200,296,Departing,x,x
2024-08-16 07:11:43.412,14,200558,25SQCMICSBB5FE9012C29,,DPC,2024-08-16 07:11:28.300,2024-08-16 07:11:28.300,303,Departing,x,x
